variable,value,model
w_Q_3,0.552977640801864,65
w_Q_4,0.567311122284751,65
w_Q_5,0.578429034268384,65
w_Q_6,0.587513029791517,65
w_Q_7,0.595193438570722,65
w_Q_8,0.601846511274405,65
w_Q_9,0.607714937298283,65
w_Q_10,0.612964423258038,65
beta_Q_2,0.989795918367347,65
beta_Q_3,0.989587671803415,65
beta_Q_4,0.989375175309607,65
beta_Q_5,0.989158342152661,65
beta_Q_6,0.988937083829246,65
beta_Q_7,0.988711310029842,65
beta_Q_8,0.98848092860188,65
beta_Q_9,0.988245845512122,65
beta_Q_10,0.988005964808288,65
beta_Q_11,0.987761188579886,65
beta_Q_12,0.987511416918251,65
beta_Q_13,0.987256547875766,65
beta_Q_14,0.986996477424251,65
beta_Q_15,0.986731099412501,65
beta_Q_16,0.986460305522961,65
beta_Q_17,0.986183985227511,65
h_Q_2,98,65
h_Q_3,96.04,65
h_Q_4,94.1192,65
h_Q_5,92.236816,65
h_Q_6,90.39207968,65
h_Q_7,88.5842380864,65
h_Q_8,86.812553324672,65
h_Q_9,85.0763022581786,65
h_Q_10,83.374776213015,65
h_Q_11,81.7072806887547,65
h_Q_12,80.0731350749796,65
h_Q_13,78.47167237348,65
h_Q_14,76.9022389260104,65
h_Q_15,75.3641941474902,65
h_Q_16,73.8569102645404,65
h_Q_17,72.3797720592496,65
lamda_Q_1,3.70195026561895,65
lamda_Q_2,3.44815378655555,65
lamda_Q_3,3.21243283601434,65
lamda_Q_4,2.99346891687812,65
lamda_Q_5,2.79004135523395,65
lamda_Q_6,2.60101995224821,65
lamda_Q_7,2.42535819313362,65
lamda_Q_8,2.26208697067741,65
lamda_Q_9,2.11030878406455,65
lamda_Q_10,1.96919237674201,65
lamda_Q_11,1.83796777985102,65
lamda_Q_12,1.71592173032057,65
lamda_Q_13,1.60239343508412,65
lamda_Q_14,1.49677065506795,65
lamda_Q_15,1.39848608461794,65
lamda_Q_16,1.30701400389431,65
lamda_Q_17,1.22186718348347,65
pen_Q_11,0.192913451648437,65
pen_Q_12,0.192913451648437,65
pen_Q_13,0.192913451648437,65
pen_Q_14,0.192913451648437,65
pen_Q_15,0.192913451648437,65
pen_Q_16,0.192913451648437,65
pen_Q_17,0.192913451648437,65
P_Q_1,0.538315048766077,65
P_Q_2,0.532822038064383,65
P_Q_3,0.527274120133683,65
P_Q_4,0.521671925043482,65
P_Q_5,0.516016136523597,65
P_Q_6,0.51030749326248,65
P_Q_7,0.504546790181592,65
P_Q_8,0.498734879681798,65
P_Q_9,0.492872672857525,65
P_Q_10,0.486961140674239,65
P_Q_11,0.481001315104603,65
P_Q_12,0.474994290218489,65
P_Q_13,0.468941223221805,65
P_Q_14,0.462843335438941,65
P_Q_15,0.456701913233415,65
P_Q_16,0.450518308861156,65
P_Q_17,0.444293941250653,65
welf_Q_1,-19.3828054461162,65
welf_Q_2,-14.5681981101522,65
welf_Q_3,-13.2953595336069,65
welf_Q_4,-12.0483187705046,65
welf_Q_5,-10.8289875647291,65
welf_Q_6,-9.63846761664711,65
welf_Q_7,-8.47751486273339,65
welf_Q_8,-7.34671019739516,65
welf_Q_9,-6.24653745787598,65
welf_Q_10,-5.17742454738456,65
welf_Q_11,-4.13976759969576,65
welf_Q_12,-3.41963740792808,65
welf_Q_13,-2.74028456795217,65
welf_Q_14,-2.10291447751763,65
welf_Q_15,-1.50880422848032,65
welf_Q_16,-0.959308216194697,65
welf_Q_17,-0.455864220354137,65
L_Q,4.80213182629341,65
MPL_Q,0.67262446481235,65
penind_Q,0.435559452995454,65
pi_Q,0.538315048766077,65
k_NQ_1,0,65
k_NQ_2,0.0974849365239492,65
k_NQ_3,0.221052230376089,65
k_NQ_4,0.359983956711551,65
k_NQ_5,0.509748624412208,65
k_NQ_6,0.667573843198847,65
k_NQ_7,0.83134297530347,65
k_NQ_8,0.999178036564425,65
k_NQ_9,1.16923734484388,65
k_NQ_10,1.33959624012873,65
k_NQ_11,1.50816380627151,65
k_NQ_12,1.43923100899974,65
k_NQ_13,1.33346166722381,65
k_NQ_14,1.18458005045445,65
k_NQ_15,0.985451425040922,65
k_NQ_16,0.727974475574558,65
k_NQ_17,0.402960806330263,65
c_NQ_1,0.178409780129575,65
c_NQ_2,0.191541379481624,65
c_NQ_3,0.205596246414511,65
c_NQ_4,0.220635039575816,65
c_NQ_5,0.236721986828604,65
c_NQ_6,0.253925054428822,65
c_NQ_7,0.272316120074446,65
c_NQ_8,0.291971149432342,65
c_NQ_9,0.312970375677537,65
c_NQ_10,0.335398481501708,65
c_NQ_11,0.359344782963192,65
c_NQ_12,0.384903414458488,65
c_NQ_13,0.412173513996804,65
c_NQ_14,0.441259407851145,65
c_NQ_15,0.472270793545269,65
c_NQ_16,0.505322920012296,65
c_NQ_17,0.540536763629407,65
lab_NQ_1,0.888566790338797,65
lab_NQ_2,0.891423925246826,65
lab_NQ_3,0.891240106991153,65
lab_NQ_4,0.889975173066891,65
lab_NQ_5,0.88818194782279,65
lab_NQ_6,0.886096085146745,65
lab_NQ_7,0.88384341019048,65
lab_NQ_8,0.881502277169054,65
lab_NQ_9,0.879127405709233,65
lab_NQ_10,0.876760455373542,65
w_NQ_1,0.297174385903963,65
w_NQ_2,0.326600898435958,65
w_NQ_3,0.343814304794176,65
w_NQ_4,0.356027410967953,65
w_NQ_5,0.365500632086557,65
w_NQ_6,0.373240817326171,65
w_NQ_7,0.379785050699648,65
w_NQ_8,0.385453923499948,65
w_NQ_9,0.390454223684389,65
w_NQ_10,0.394927144618552,65
beta_NQ_2,0.989795918367347,65
beta_NQ_3,0.989587671803415,65
beta_NQ_4,0.989375175309607,65
beta_NQ_5,0.989158342152661,65
beta_NQ_6,0.988937083829246,65
beta_NQ_7,0.988711310029842,65
beta_NQ_8,0.98848092860188,65
beta_NQ_9,0.988245845512122,65
beta_NQ_10,0.988005964808288,65
beta_NQ_11,0.987761188579886,65
beta_NQ_12,0.987511416918251,65
beta_NQ_13,0.987256547875766,65
beta_NQ_14,0.986996477424251,65
beta_NQ_15,0.986731099412501,65
beta_NQ_16,0.986460305522961,65
beta_NQ_17,0.986183985227511,65
h_NQ_2,98,65
h_NQ_3,96.04,65
h_NQ_4,94.1192,65
h_NQ_5,92.236816,65
h_NQ_6,90.39207968,65
h_NQ_7,88.5842380864,65
h_NQ_8,86.812553324672,65
h_NQ_9,85.0763022581786,65
h_NQ_10,83.374776213015,65
h_NQ_11,81.7072806887547,65
h_NQ_12,80.0731350749796,65
h_NQ_13,78.47167237348,65
h_NQ_14,76.9022389260104,65
h_NQ_15,75.3641941474902,65
h_NQ_16,73.8569102645404,65
h_NQ_17,72.3797720592496,65
lamda_NQ_1,4.99375526897062,65
lamda_NQ_2,4.65139586011058,65
lamda_NQ_3,4.33341948163178,65
lamda_NQ_4,4.03804754347937,65
lamda_NQ_5,3.76363341445978,65
lamda_NQ_6,3.50865250996888,65
lamda_NQ_7,3.2716931312106,65
lamda_NQ_8,3.05144799853434,65
lamda_NQ_9,2.84670642592262,65
lamda_NQ_10,2.65634708772446,65
lamda_NQ_11,2.47933133248062,65
lamda_NQ_12,2.31469700214917,65
lamda_NQ_13,2.1615527182347,65
lamda_NQ_14,2.01907259927453,65
lamda_NQ_15,1.88649137685713,65
lamda_NQ_16,1.76309987986144,65
lamda_NQ_17,1.64824085892518,65
pen_NQ_11,0.14404566064504,65
pen_NQ_12,0.14404566064504,65
pen_NQ_13,0.14404566064504,65
pen_NQ_14,0.14404566064504,65
pen_NQ_15,0.14404566064504,65
pen_NQ_16,0.14404566064504,65
pen_NQ_17,0.14404566064504,65
P_NQ_1,0.461684951233923,65
P_NQ_2,0.456973880302964,65
P_NQ_3,0.452215718283983,65
P_NQ_4,0.447411005554976,65
P_NQ_5,0.442560328515615,65
P_NQ_6,0.437664320700745,65
P_NQ_7,0.432723663873355,65
P_NQ_8,0.427739089093541,65
P_NQ_9,0.422711377759832,65
P_NQ_10,0.417641362619043,65
P_NQ_11,0.412529928740709,65
P_NQ_12,0.407378014451923,65
P_NQ_13,0.402186612228289,65
P_NQ_14,0.396956769536515,65
P_NQ_15,0.391689589624,65
P_NQ_16,0.386386232250655,65
P_NQ_17,0.381047914357993,65
welf_NQ_1,-19.3828054461162,65
welf_NQ_2,-17.9561545753714,65
welf_NQ_3,-16.5419602868938,65
welf_NQ_4,-15.1460829178928,65
welf_NQ_5,-13.770708980965,65
welf_NQ_6,-12.4169239659141,65
welf_NQ_7,-11.0853335141341,65
welf_NQ_8,-9.77628886430883,65
welf_NQ_9,-8.48998814363314,65
welf_NQ_10,-7.22652847958768,65
welf_NQ_11,-5.9859354806098,65
welf_NQ_12,-5.03448443012641,65
welf_NQ_13,-4.11399514180204,65
welf_NQ_14,-3.22511755281354,65
welf_NQ_15,-2.36853632954972,65
welf_NQ_16,-1.54497371619578,65
welf_NQ_17,-0.755192626400011,65
L_NQ,3.30715992343514,65
MPL_NQ,0.573122029957642,65
penind_NQ,0.325225890785807,65
pi_NQ,0.461684951233923,65
Kmig,0,65
y1,7.32205365474459,65
cCheck,1.93587368357839e-11,65
y,7.32205365476395,65
c,5.98125803340562,65
I,0.228955202179735,65
g,0.951866975119313,65
r,0.171881737167656,65
kbar,11.4477601089867,65
nbar,6.04578225242669,65
Ptot,15.546317331646,65
Pret,6.01746938851915,65
Tw,1.01808070161082,65
Deped,0.159973444039923,65
rd,0.171881737167656,65
H,873.157195591606,65
R,0.191881737167655,65
beq,0.0120636730029977,65
Tc,0.732205365476395,65
Tk,0.732205365476395,65
penbase,4.22737664914897,65
retire,1.02508751166695,65
Def,-0.37755819054541,65
D,2.19661609642918,65
lambc,3.83150487660773,65
Defratio,-0.051564521150396,65
Dratio,0.3,65
Gratio,0.13,65
Penratio,0.14,65
Edratio,0.0174785328360263,65
Tkratio,0.1,65
Tcratio,0.1,65
Twratio,0.139043053986422,65
rhop,0.442909573703632,65
tauw,-0.0818455387402826,65
tauk,0.312211925202327,65
tauc,0.1224166155995,65
v,0.8,65
A,1,65
tauf,0.35,65
xpop,1,65
lambb,50,65
lambbb,-50,65
A_Q,2,65
h_Q_1,100,65
mig_Q_2,0,65
med_Q_2,0,65
mig_Q_3,0,65
med_Q_3,0,65
mig_Q_4,0,65
med_Q_4,0,65
mig_Q_5,0,65
med_Q_5,0,65
mig_Q_6,0,65
med_Q_6,0,65
mig_Q_7,0,65
med_Q_7,0,65
mig_Q_8,0,65
med_Q_8,0,65
mig_Q_9,0,65
med_Q_9,0,65
mig_Q_10,0,65
med_Q_10,0,65
mig_Q_11,0,65
med_Q_11,0,65
mig_Q_12,0,65
med_Q_12,0,65
mig_Q_13,0,65
med_Q_13,0,65
mig_Q_14,0,65
med_Q_14,0,65
mig_Q_15,0,65
med_Q_15,0,65
mig_Q_16,0,65
med_Q_16,0,65
mig_Q_17,0,65
med_Q_17,0,65
h_NQ_1,100,65
mig_NQ_2,0,65
med_NQ_2,0,65
mig_NQ_3,0,65
med_NQ_3,0,65
mig_NQ_4,0,65
med_NQ_4,0,65
mig_NQ_5,0,65
med_NQ_5,0,65
mig_NQ_6,0,65
med_NQ_6,0,65
mig_NQ_7,0,65
med_NQ_7,0,65
mig_NQ_8,0,65
med_NQ_8,0,65
mig_NQ_9,0,65
med_NQ_9,0,65
mig_NQ_10,0,65
med_NQ_10,0,65
mig_NQ_11,0,65
med_NQ_11,0,65
mig_NQ_12,0,65
med_NQ_12,0,65
mig_NQ_13,0,65
med_NQ_13,0,65
mig_NQ_14,0,65
med_NQ_14,0,65
mig_NQ_15,0,65
med_NQ_15,0,65
mig_NQ_16,0,65
med_NQ_16,0,65
mig_NQ_17,0,65
med_NQ_17,0,65
age,65,65
k_Q_1,0,70
k_Q_2,-0.298991683327737,70
k_Q_3,-0.106639552928057,70
k_Q_4,0.104883698932737,70
k_Q_5,0.330167482834804,70
k_Q_6,0.565584255536901,70
k_Q_7,0.808044621830614,70
k_Q_8,1.05450524132588,70
k_Q_9,1.3017076360003,70
k_Q_10,1.54600183031404,70
k_Q_11,1.78320204929932,70
k_Q_12,2.00845146208597,70
k_Q_13,1.89534258378514,70
k_Q_14,1.71372746977321,70
k_Q_15,1.45017399807684,70
k_Q_16,1.08913667611285,70
k_Q_17,0.612653295495605,70
c_Q_1,0.22627030342049,70
c_Q_2,0.246080260941137,70
c_Q_3,0.267568273080715,70
c_Q_4,0.290870170424929,70
c_Q_5,0.316132076306924,70
c_Q_6,0.343511109007998,70
c_Q_7,0.373176123236411,70
c_Q_8,0.405308492077137,70
c_Q_9,0.440102930520302,70
c_Q_10,0.477768361526023,70
c_Q_11,0.51852882573587,70
c_Q_12,0.562624434883421,70
c_Q_13,0.610312370086216,70
c_Q_14,0.661867925132018,70
c_Q_15,0.7175855943004,70
c_Q_16,0.777780204903451,70
c_Q_17,0.842788093663191,70
lab_Q_1,0,70
lab_Q_2,0.903424333298171,70
lab_Q_3,0.901547884391271,70
lab_Q_4,0.898985190218827,70
lab_Q_5,0.896071775323294,70
lab_Q_6,0.892959081596334,70
lab_Q_7,0.889734532719616,70
lab_Q_8,0.886458150446588,70
lab_Q_9,0.883176594496235,70
lab_Q_10,0.879929317727122,70
lab_Q_11,0.876751383799728,70
w_Q_1,0,70
w_Q_2,0.51127337279797,70
w_Q_3,0.53065994906723,70
w_Q_4,0.544414943830917,70
w_Q_5,0.555084146655128,70
w_Q_6,0.563801520100178,70
w_Q_7,0.571171954329088,70
w_Q_8,0.577556514863864,70
w_Q_9,0.583188096369438,70
w_Q_10,0.588225717688075,70
w_Q_11,0.592782800487714,70
beta_Q_2,0.989795918367347,70
beta_Q_3,0.989587671803415,70
beta_Q_4,0.989375175309607,70
beta_Q_5,0.989158342152661,70
beta_Q_6,0.988937083829246,70
beta_Q_7,0.988711310029842,70
beta_Q_8,0.98848092860188,70
beta_Q_9,0.988245845512122,70
beta_Q_10,0.988005964808288,70
beta_Q_11,0.987761188579886,70
beta_Q_12,0.987511416918251,70
beta_Q_13,0.987256547875766,70
beta_Q_14,0.986996477424251,70
beta_Q_15,0.986731099412501,70
beta_Q_16,0.986460305522961,70
beta_Q_17,0.986183985227511,70
h_Q_2,98,70
h_Q_3,96.04,70
h_Q_4,94.1192,70
h_Q_5,92.236816,70
h_Q_6,90.39207968,70
h_Q_7,88.5842380864,70
h_Q_8,86.812553324672,70
h_Q_9,85.0763022581786,70
h_Q_10,83.374776213015,70
h_Q_11,81.7072806887547,70
h_Q_12,80.0731350749796,70
h_Q_13,78.47167237348,70
h_Q_14,76.9022389260104,70
h_Q_15,75.3641941474902,70
h_Q_16,73.8569102645404,70
h_Q_17,72.3797720592496,70
lamda_Q_1,3.93998531964323,70
lamda_Q_2,3.62280855695796,70
lamda_Q_3,3.33186616632084,70
lamda_Q_4,3.06494707184649,70
lamda_Q_5,2.8200291727197,70
lamda_Q_6,2.59526301888774,70
lamda_Q_7,2.38895690861972,70
lamda_Q_8,2.1995632832808,70
lamda_Q_9,2.02566630565255,70
lamda_Q_10,1.86597051814373,70
lamda_Q_11,1.71929048636195,70
lamda_Q_12,1.58454134183684,70
lamda_Q_13,1.46073014526964,70
lamda_Q_14,1.34694799859806,70
lamda_Q_15,1.24236284046898,70
lamda_Q_16,1.14621286545831,70
lamda_Q_17,1.05780051261672,70
pen_Q_12,0.239378011769143,70
pen_Q_13,0.239378011769143,70
pen_Q_14,0.239378011769143,70
pen_Q_15,0.239378011769143,70
pen_Q_16,0.239378011769143,70
pen_Q_17,0.239378011769143,70
P_Q_1,0.537868691247911,70
P_Q_2,0.53238023521477,70
P_Q_3,0.526836917480338,70
P_Q_4,0.521239367591683,70
P_Q_5,0.51558826871169,70
P_Q_6,0.509884358916308,70
P_Q_7,0.50412843246787,70
P_Q_8,0.49832134106045,70
P_Q_9,0.492463995033019,70
P_Q_10,0.486557364545942,70
P_Q_11,0.480602480716196,70
P_Q_12,0.474600436706478,70
P_Q_13,0.468552388763168,70
P_Q_14,0.462459557197965,70
P_Q_15,0.456323227307767,70
P_Q_16,0.450144750227243,70
P_Q_17,0.443925543708345,70
welf_Q_1,-19.0942481919021,70
welf_Q_2,-14.2498958718266,70
welf_Q_3,-12.9151978788974,70
welf_Q_4,-11.6189459685694,70
welf_Q_5,-10.3634687899792,70
welf_Q_6,-9.1503034191874,70
welf_Q_7,-7.9806653974375,70
welf_Q_8,-6.85562315384087,70
welf_Q_9,-5.77617907815473,70
welf_Q_10,-4.74331358858916,70
welf_Q_11,-3.75801228660292,70
welf_Q_12,-2.82128467462525,70
welf_Q_13,-2.19930688907068,70
welf_Q_14,-1.63520415504549,70
welf_Q_15,-1.1310018976921,70
welf_Q_16,-0.688851430376153,70
welf_Q_17,-0.311039724145504,70
L_Q,5.2972903023989,70
MPL_Q,0.64547793238278,70
penind_Q,0.413941254113364,70
pi_Q,0.537868691247911,70
k_NQ_1,0,70
k_NQ_2,0.0961209216095722,70
k_NQ_3,0.216155430370771,70
k_NQ_4,0.349657655730558,70
k_NQ_5,0.491871335780579,70
k_NQ_6,0.639551084926106,70
k_NQ_7,0.78990508932338,70
k_NQ_8,0.940177476910372,70
k_NQ_9,1.0874271219181,70
k_NQ_10,1.2283788084761,70
k_NQ_11,1.35930194368303,70
k_NQ_12,1.47589729211672,70
k_NQ_13,1.39386531669712,70
k_NQ_14,1.26117728335463,70
k_NQ_15,1.06788370310279,70
k_NQ_16,0.802468772871183,70
k_NQ_17,0.451625500839438,70
c_NQ_1,0.168213860719257,70
c_NQ_2,0.182940978586198,70
c_NQ_3,0.198915595698722,70
c_NQ_4,0.216238691269394,70
c_NQ_5,0.235018896325289,70
c_NQ_6,0.255373015745645,70
c_NQ_7,0.277426579495222,70
c_NQ_8,0.301314423944507,70
c_NQ_9,0.327181304100568,70
c_NQ_10,0.355182537480663,70
c_NQ_11,0.385484680316826,70
c_NQ_12,0.418266236461164,70
c_NQ_13,0.453718399527619,70
c_NQ_14,0.492045828387122,70
c_NQ_15,0.533467455962365,70
c_NQ_16,0.578217331161279,70
c_NQ_17,0.62654549341871,70
lab_NQ_1,0.888406994745717,70
lab_NQ_2,0.890362567967277,70
lab_NQ_3,0.889281403473355,70
lab_NQ_4,0.887102742768188,70
lab_NQ_5,0.88437602139638,70
lab_NQ_6,0.881338862650482,70
lab_NQ_7,0.878121771173988,70
lab_NQ_8,0.874809536251313,70
lab_NQ_9,0.871464580640676,70
lab_NQ_10,0.868137217474412,70
lab_NQ_11,0.86487042874881,70
w_NQ_1,0.285920097853689,70
w_NQ_2,0.314232199238362,70
w_NQ_3,0.330793716865011,70
w_NQ_4,0.342544300623034,70
w_NQ_5,0.35165876148406,70
w_NQ_6,0.359105818249683,70
w_NQ_7,0.365402215029744,70
w_NQ_8,0.370856402007707,70
w_NQ_9,0.375667335876332,70
w_NQ_10,0.379970862868732,70
w_NQ_11,0.38386387657389,70
beta_NQ_2,0.989795918367347,70
beta_NQ_3,0.989587671803415,70
beta_NQ_4,0.989375175309607,70
beta_NQ_5,0.989158342152661,70
beta_NQ_6,0.988937083829246,70
beta_NQ_7,0.988711310029842,70
beta_NQ_8,0.98848092860188,70
beta_NQ_9,0.988245845512122,70
beta_NQ_10,0.988005964808288,70
beta_NQ_11,0.987761188579886,70
beta_NQ_12,0.987511416918251,70
beta_NQ_13,0.987256547875766,70
beta_NQ_14,0.986996477424251,70
beta_NQ_15,0.986731099412501,70
beta_NQ_16,0.986460305522961,70
beta_NQ_17,0.986183985227511,70
h_NQ_2,98,70
h_NQ_3,96.04,70
h_NQ_4,94.1192,70
h_NQ_5,92.236816,70
h_NQ_6,90.39207968,70
h_NQ_7,88.5842380864,70
h_NQ_8,86.812553324672,70
h_NQ_9,85.0763022581786,70
h_NQ_10,83.374776213015,70
h_NQ_11,81.7072806887547,70
h_NQ_12,80.0731350749796,70
h_NQ_13,78.47167237348,70
h_NQ_14,76.9022389260104,70
h_NQ_15,75.3641941474902,70
h_NQ_16,73.8569102645404,70
h_NQ_17,72.3797720592496,70
lamda_NQ_1,5.29981103246914,70
lamda_NQ_2,4.87316555839991,70
lamda_NQ_3,4.48180884878967,70
lamda_NQ_4,4.12276670872898,70
lamda_NQ_5,3.79331914023234,70
lamda_NQ_6,3.49097838384557,70
lamda_NQ_7,3.21346887285606,70
lamda_NQ_8,2.95870893243145,70
lamda_NQ_9,2.72479407078753,70
lamda_NQ_10,2.50998172295398,70
lamda_NQ_11,2.31267731998339,70
lamda_NQ_12,2.13142156764008,70
lamda_NQ_13,1.96487882880744,70
lamda_NQ_14,1.81182651315266,70
lamda_NQ_15,1.67114538606718,70
lamda_NQ_16,1.54181071663084,70
lamda_NQ_17,1.42288419139628,70
pen_NQ_12,0.179221355806193,70
pen_NQ_13,0.179221355806193,70
pen_NQ_14,0.179221355806193,70
pen_NQ_15,0.179221355806193,70
pen_NQ_16,0.179221355806193,70
pen_NQ_17,0.179221355806193,70
P_NQ_1,0.462131308752089,70
P_NQ_2,0.457415683152578,70
P_NQ_3,0.452652920937328,70
P_NQ_4,0.447843563006775,70
P_NQ_5,0.442988196327522,70
P_NQ_6,0.438087455046917,70
P_NQ_7,0.433142021587077,70
P_NQ_8,0.428152627714889,70
P_NQ_9,0.423120055584337,70
P_NQ_10,0.41804513874734,70
P_NQ_11,0.412928763129116,70
P_NQ_12,0.407771867963934,70
P_NQ_13,0.402575446686926,70
P_NQ_14,0.397340547777491,70
P_NQ_15,0.392068275549649,70
P_NQ_16,0.386759790884567,70
P_NQ_17,0.381416311900301,70
welf_NQ_1,-19.0942481919021,70
welf_NQ_2,-17.5946265867883,70
welf_NQ_3,-16.1196176144679,70
welf_NQ_4,-14.6755114424369,70
welf_NQ_5,-13.2649216459594,70
welf_NQ_6,-11.8893768298423,70
welf_NQ_7,-10.549948750745,70
welf_NQ_8,-9.24748196615682,70
welf_NQ_9,-7.98269847120146,70
welf_NQ_10,-6.75625290365689,70
welf_NQ_11,-5.56876510175012,70
welf_NQ_12,-4.42084126464799,70
welf_NQ_13,-3.56001026881886,70
welf_NQ_14,-2.74678147431262,70
welf_NQ_15,-1.98259349027115,70
welf_NQ_16,-1.26897146450532,70
welf_NQ_17,-0.607533892087035,70
L_NQ,3.62932409439563,70
MPL_NQ,0.551417331574972,70
penind_NQ,0.30991615414056,70
pi_NQ,0.462131308752089,70
Kmig,0,70
y1,7.74365170757654,70
cCheck,9.20287135386388e-09,70
y,7.74365171677942,70
c,6.36275138604279,70
I,0.220438129517936,70
g,1.00667472318132,70
r,0.19077075011487,70
kbar,11.0219064758968,70
nbar,6.65642641061344,70
Ptot,15.546317331646,70
Pret,5.12393814467383,70
Tw,1.1082642695687,70
Deped,0.153787468834497,70
rd,0.19077075011487,70
H,946.165203736648,70
R,0.21077075011487,70
beq,0.0120003874418729,70
Tc,0.774365171677942,70
Tk,0.774365171677942,70
penbase,4.4679701757434,70
retire,1.08411124034912,70
Def,-0.443178674326539,70
D,2.32309551503382,70
lambc,3.78686912479114,70
Defratio,-0.0572312250777282,70
Dratio,0.3,70
Gratio,0.13,70
Penratio,0.14,70
Edratio,0.0158878497596952,70
Tkratio,0.1,70
Tcratio,0.1,70
Twratio,0.143119074837423,70
rhop,0.578289816717354,70
tauw,-0.0739846412875998,70
tauk,0.304169301175173,70
tauc,0.121702880545632,70
v,0.8,70
A,1,70
tauf,0.35,70
xpop,1,70
lambb,50,70
lambbb,-50,70
A_Q,2,70
h_Q_1,100,70
mig_Q_2,0,70
med_Q_2,0,70
mig_Q_3,0,70
med_Q_3,0,70
mig_Q_4,0,70
med_Q_4,0,70
mig_Q_5,0,70
med_Q_5,0,70
mig_Q_6,0,70
med_Q_6,0,70
mig_Q_7,0,70
med_Q_7,0,70
mig_Q_8,0,70
med_Q_8,0,70
mig_Q_9,0,70
med_Q_9,0,70
mig_Q_10,0,70
med_Q_10,0,70
mig_Q_11,0,70
med_Q_11,0,70
mig_Q_12,0,70
med_Q_12,0,70
mig_Q_13,0,70
med_Q_13,0,70
mig_Q_14,0,70
med_Q_14,0,70
mig_Q_15,0,70
med_Q_15,0,70
mig_Q_16,0,70
med_Q_16,0,70
mig_Q_17,0,70
med_Q_17,0,70
h_NQ_1,100,70
mig_NQ_2,0,70
med_NQ_2,0,70
mig_NQ_3,0,70
med_NQ_3,0,70
mig_NQ_4,0,70
med_NQ_4,0,70
mig_NQ_5,0,70
med_NQ_5,0,70
mig_NQ_6,0,70
med_NQ_6,0,70
mig_NQ_7,0,70
med_NQ_7,0,70
mig_NQ_8,0,70
med_NQ_8,0,70
mig_NQ_9,0,70
med_NQ_9,0,70
mig_NQ_10,0,70
med_NQ_10,0,70
mig_NQ_11,0,70
med_NQ_11,0,70
mig_NQ_12,0,70
med_NQ_12,0,70
mig_NQ_13,0,70
med_NQ_13,0,70
mig_NQ_14,0,70
med_NQ_14,0,70
mig_NQ_15,0,70
med_NQ_15,0,70
mig_NQ_16,0,70
med_NQ_16,0,70
mig_NQ_17,0,70
med_NQ_17,0,70
age,70,70
